color,id,name,slug
#ee2c2c,5,"HIGH (widespread, mass mobilization, violence, arrests, etc...)",killing-of-ashaninka-leader-estela-casanto-mauricio-in-junin-peru
#ffc40d,3,LOW (some local organising),asbestos-in-salonit-anhovo-slovenia
#ff7f50,4,"MEDIUM (street protests, visible mobilization)",military-polygon-on-sinjajevina-montenegro
#ee2c2c,5,"HIGH (widespread, mass mobilization, violence, arrests, etc...)",olkiluoto-nuclear-power-plant-euraaminne-finland
#ee2c2c,5,"HIGH (widespread, mass mobilization, violence, arrests, etc...)",cellulose-industry-in-gualeguaychu-ur-arg
#ee2c2c,5,"HIGH (widespread, mass mobilization, violence, arrests, etc...)",construction-of-the-highway-moscow-petersburg-through-the-khimki-forest-russia
#ee2c2c,5,"HIGH (widespread, mass mobilization, violence, arrests, etc...)",thousands-of-villagers-gathered-to-protest-against-the-jingxi-xinfa-aluminum-plant-in-guangxichina
#ff7f50,4,"MEDIUM (street protests, visible mobilization)",habitantes-de-shaglli-contra-proyecto-minero-shyri-ecuador
#ee2c2c,5,"HIGH (widespread, mass mobilization, violence, arrests, etc...)",anti-fracking-uprising-in-ain-salah
#ff7f50,4,"MEDIUM (street protests, visible mobilization)",complejo-inmobiliario-mitikah-ciudad-viva
#ee2c2c,5,"HIGH (widespread, mass mobilization, violence, arrests, etc...)",cano-limon-oilfield-in-arauquita-arauca-colombia
#ff7f50,4,"MEDIUM (street protests, visible mobilization)",represas-del-rio-santa-cruz1
#ee2c2c,5,"HIGH (widespread, mass mobilization, violence, arrests, etc...)",residents-protest-against-planned-electroplating-plant-in-dongyang-zhejiang-china
#999999,1,UNKNOWN,norsudtimber-illegal-in-drc
#ff7f50,4,"MEDIUM (street protests, visible mobilization)",gold-min
#ff7f50,4,"MEDIUM (street protests, visible mobilization)",presa-de-el-zapotillo-jalisco-mexico
#ee2c2c,5,"HIGH (widespread, mass mobilization, violence, arrests, etc...)",ptpn-ii-displaces-indigenous-rakyat-pununggu-people-for-plantations-in-north-sumatra-indonesia
#ff7f50,4,"MEDIUM (street protests, visible mobilization)",jirau-and-santo-antonio-dams-on-madeira-river-brazil
#ff7f50,4,"MEDIUM (street protests, visible mobilization)",jamsher-solid-waste-treatment-plant-jalandhar-punjab-india
#ff7f50,4,"MEDIUM (street protests, visible mobilization)",mutanda-mine-democratic-republic-of-congo
#ee2c2c,5,"HIGH (widespread, mass mobilization, violence, arrests, etc...)",proposed-garbage-incineration-plant-draws-mass-protest-in-guangdong-china
#ee2c2c,5,"HIGH (widespread, mass mobilization, violence, arrests, etc...)",dugarajapatnam-port-andhra-pradesh-india
#ff7f50,4,"MEDIUM (street protests, visible mobilization)",illegal-stone-quarry-in-andarawewa-forest-reserve
#ee2c2c,5,"HIGH (widespread, mass mobilization, violence, arrests, etc...)",marble-mining-in-indigenous-mollo-territory-in-west-timor-indonesia
#ff7f50,4,"MEDIUM (street protests, visible mobilization)",water-pollution-caused-by-coal-mines-and-gas-field-at-xiaohaotu-shaanxi-china
#ff7f50,4,"MEDIUM (street protests, visible mobilization)",bc-hydro-site-c-dam-canada
#ff7f50,4,"MEDIUM (street protests, visible mobilization)",sponge-iron-factories-in-west-bengal-india
#049cdb,2,LATENT (no visible organising at the moment),roma-in-the-settlement-kale-displaced-under-the-excuse-of-a-hotel-complex-construction-skopje-macedonia
#049cdb,2,LATENT (no visible organising at the moment),saemangeun-reclamation-project-south-korea
#ffc40d,3,LOW (some local organising),water-privatisation-egypt
#ee2c2c,5,"HIGH (widespread, mass mobilization, violence, arrests, etc...)",guajajara-community-against-illegal-loggers-in-terra-indigena-arariboia-maranhao-brazil
#ee2c2c,5,"HIGH (widespread, mass mobilization, violence, arrests, etc...)",wanning-waste-to-energy-plant-hainan-china
#ffc40d,3,LOW (some local organising),paks-nuclear-plant-expansion-hungary
#ffc40d,3,LOW (some local organising),public-interest-litigation-against-tianji-luan-chemical-due-to-air-pollution-shanxi-china
#ee2c2c,5,"HIGH (widespread, mass mobilization, violence, arrests, etc...)",jeannette-kawas-fernandez-case-honduras
#ff7f50,4,"MEDIUM (street protests, visible mobilization)",the-decimation-of-palestines-fishing-industry
#ff7f50,4,"MEDIUM (street protests, visible mobilization)",northstar-oil-field-usa
#ff7f50,4,"MEDIUM (street protests, visible mobilization)",conexao-abrolhos-campaign-against-the-auction-of-oil-and-gas-blocks-close-to-abrolhos
#049cdb,2,LATENT (no visible organising at the moment),chachi-indigenous-centre-el-encanto-vs-durini-ecuador
#ffc40d,3,LOW (some local organising),fehmarn-belt-fixed-link-germany-denmark
#ff7f50,4,"MEDIUM (street protests, visible mobilization)",saramaka-people-against-the-state-of-suriname
#999999,1,UNKNOWN,waste-management-in-subotica
#ee2c2c,5,"HIGH (widespread, mass mobilization, violence, arrests, etc...)",alibag-sez-in-mumbai-mh-india
#049cdb,2,LATENT (no visible organising at the moment),palm-islands-uae
#ffc40d,3,LOW (some local organising),champlain-hudson-power-express
#ff7f50,4,"MEDIUM (street protests, visible mobilization)",illegal-mining-at-bainaimiao-coal-mine-in-dorbod-banner-ulanqab-inner-mongolia-china
#ff7f50,4,"MEDIUM (street protests, visible mobilization)",health-and-environmental-impacts-of-the-petrochemical-complex-in-tarragona-spain
#ff7f50,4,"MEDIUM (street protests, visible mobilization)",homestead-temporary-shelter-for-unaccompanied-children
#ee2c2c,5,"HIGH (widespread, mass mobilization, violence, arrests, etc...)",ilisu-dam-project-turkey
#ff7f50,4,"MEDIUM (street protests, visible mobilization)",alton-gas-canada
#ff7f50,4,"MEDIUM (street protests, visible mobilization)",lagunas-de-castrovirreyna
#ee2c2c,5,"HIGH (widespread, mass mobilization, violence, arrests, etc...)",fair-creek-old-growth-logging-protests
#ffc40d,3,LOW (some local organising),bateke-carbon-sink
#ff7f50,4,"MEDIUM (street protests, visible mobilization)",protest-against-the-plnnaed-qingshuihe-waste-incineration-power-plant-luohu-district-shenzhen-china
#ffc40d,3,LOW (some local organising),shell-contractors-fingered-in-bodo-community-oil-theft-explosion-nigeria
#ee2c2c,5,"HIGH (widespread, mass mobilization, violence, arrests, etc...)",four-sand-mining-related-deaths-in-jatpura-village-garhwa-district-jharkhand-india
#ee2c2c,5,"HIGH (widespread, mass mobilization, violence, arrests, etc...)",oil-exploration-within-somalias-semi-autonomous-puntland-region
#ff7f50,4,"MEDIUM (street protests, visible mobilization)",c-332-people-with-excessive-blood-lead-caused-by-a-sino-foreign-joint-venture-in-deqing-county-of-zhejiang
#ff7f50,4,"MEDIUM (street protests, visible mobilization)",lubicon-lake-nation-canada
#049cdb,2,LATENT (no visible organising at the moment),lignite-mining-janschwalde-horno-germany
#ee2c2c,5,"HIGH (widespread, mass mobilization, violence, arrests, etc...)",appiko-movement-western-ghats-india
#ff7f50,4,"MEDIUM (street protests, visible mobilization)",pulot-citinickel-mine-in-palawan-philippines
#ffc40d,3,LOW (some local organising),sufrimiento-ambiental-en-villa-inflamable-argentina
#ee2c2c,5,"HIGH (widespread, mass mobilization, violence, arrests, etc...)",presa-la-boquilla-y-conflicto-por-el-agua-en-chihuahua
#ee2c2c,5,"HIGH (widespread, mass mobilization, violence, arrests, etc...)",valdecaballeros-nuclear-power-station-spain
#ee2c2c,5,"HIGH (widespread, mass mobilization, violence, arrests, etc...)",vieques-puerto-rico
#ee2c2c,5,"HIGH (widespread, mass mobilization, violence, arrests, etc...)",silent-valley-kerala-india
#ee2c2c,5,"HIGH (widespread, mass mobilization, violence, arrests, etc...)",monoculture-plantation-in-araucania-chile
#ff7f50,4,"MEDIUM (street protests, visible mobilization)",contaminacion-en-el-lago-de-maracaibo-venezuela
#ee2c2c,5,"HIGH (widespread, mass mobilization, violence, arrests, etc...)",ain-dara-qnd-the-cement-factory
#ee2c2c,5,"HIGH (widespread, mass mobilization, violence, arrests, etc...)",mineria-en-tamesis-colombia
#ff7f50,4,"MEDIUM (street protests, visible mobilization)",energy-ecological-economics-nuclear-power-plant-in-le-carnet
#ee2c2c,5,"HIGH (widespread, mass mobilization, violence, arrests, etc...)",tribu-yaqui-contra-el-gasoducto-gasoducto-guaymas-el-oro-sonora-mexico
#ee2c2c,5,"HIGH (widespread, mass mobilization, violence, arrests, etc...)",pt-lonsum-conflict-sumatra
#ff7f50,4,"MEDIUM (street protests, visible mobilization)",erdenetsagaan-without-mining-eastern-mongolia
#ffc40d,3,LOW (some local organising),no-solo-es-agua-tambien-es-polvo-la-degradacion-del-lago-de-cuitzeo-y-la-lucha-por-la-salud
#ff7f50,4,"MEDIUM (street protests, visible mobilization)",est-for-invests-paper-mill-at-the-emajogi-river
#ffc40d,3,LOW (some local organising),cerro-el-alguacil-inarwa-colombia
#ff7f50,4,"MEDIUM (street protests, visible mobilization)",proyecto-de-presa-en-el-rio-cuira-sistema-tuy-iv-venezuela
#ff7f50,4,"MEDIUM (street protests, visible mobilization)",tularosa-basin-downwinders
#049cdb,2,LATENT (no visible organising at the moment),air-france-wwf-goodplanet-holistic-conservation-program-madagascar
#ee2c2c,5,"HIGH (widespread, mass mobilization, violence, arrests, etc...)",komo-airport
#ff7f50,4,"MEDIUM (street protests, visible mobilization)",pascua-lama-mine-argentina
#ff7f50,4,"MEDIUM (street protests, visible mobilization)",rio-tintos-rossing-uranium-mine-namibia
#ee2c2c,5,"HIGH (widespread, mass mobilization, violence, arrests, etc...)",yacyreta-dam-on-the-parana-river-argentina
#ff7f50,4,"MEDIUM (street protests, visible mobilization)",desertificacion-de-lago-poopo-en-oruro-bolivia
#ee2c2c,5,"HIGH (widespread, mass mobilization, violence, arrests, etc...)",kaolin-pipeline-on-quilombo-land-in-moju-para-brazil
#ffc40d,3,LOW (some local organising),eucalyptus-producer-portucel-group-mozambique
#ee2c2c,5,"HIGH (widespread, mass mobilization, violence, arrests, etc...)",tembember
#ffc40d,3,LOW (some local organising),amboseli-national-park-downgrading-to-a-game-reserve-kenya
#ee2c2c,5,"HIGH (widespread, mass mobilization, violence, arrests, etc...)",protest-against-the-demolition-of-choi-yuen-village-for-xrl-high-speed-rail-hong-kong
#ee2c2c,5,"HIGH (widespread, mass mobilization, violence, arrests, etc...)",gobindpura-thermal-power-plant-punjab-india
#ee2c2c,5,"HIGH (widespread, mass mobilization, violence, arrests, etc...)",amazone-a-defendre-against-a-solar-megapower-plant-french-guyana
#ffc40d,3,LOW (some local organising),shrimp-farming-in-canavieiras-brazil
#ffc40d,3,LOW (some local organising),genetically-modified-salmon-for-direct-human-consumption
#049cdb,2,LATENT (no visible organising at the moment),the-un-resettled-600-roma-to-a-mining-smelting-complex-exposing-them-to-lead-poisoning-kosovo
#ff7f50,4,"MEDIUM (street protests, visible mobilization)",yokosuka-coal-power-plant
#ee2c2c,5,"HIGH (widespread, mass mobilization, violence, arrests, etc...)",oil-extraction-in-the-indigenous-motilon-bari-territory-colombia
#ffc40d,3,LOW (some local organising),contaminacion-del-rio-san-juan-queretaro-mexico
#ffc40d,3,LOW (some local organising),lamu-port-and-related-infrastructure-kenya
#ffc40d,3,LOW (some local organising),planta-geotermica-cerro-pabellon-chile
#ffc40d,3,LOW (some local organising),roma-denied-access-to-clean-water-for-roma-in-slovakia1
#ee2c2c,5,"HIGH (widespread, mass mobilization, violence, arrests, etc...)",overfishing-and-poaching-at-lake-naivasha-kenya
#ff7f50,4,"MEDIUM (street protests, visible mobilization)",chuvashka-village-in-kuzbass-kemerovo-oblast-covered-in-black-snow-from-coal-mining-russia
#ff7f50,4,"MEDIUM (street protests, visible mobilization)",andal-airetropolis-india
#ff7f50,4,"MEDIUM (street protests, visible mobilization)",datang-duolun-coal-chemical-project-in-duolun-inner-mongolia-china
#ffc40d,3,LOW (some local organising),dai-ninh-hydropower-project-dong-nai-river-vietnam
#049cdb,2,LATENT (no visible organising at the moment),cienaga-de-ayapel-colombia
#ff7f50,4,"MEDIUM (street protests, visible mobilization)",carbon
#ee2c2c,5,"HIGH (widespread, mass mobilization, violence, arrests, etc...)",protest-against-land-acquisition-for-chennai-salem-8-lane-expressway-tamil-nadu-india
#ee2c2c,5,"HIGH (widespread, mass mobilization, violence, arrests, etc...)",bhagtanwala-solid-waste-management-plant-amritsar-punjab
#ff7f50,4,"MEDIUM (street protests, visible mobilization)",protest-against-setting-up-of-indian-institute-of-technology-campus-in-goa
#ffc40d,3,LOW (some local organising),solar-power-plant-in-drnis-croatia
#ff7f50,4,"MEDIUM (street protests, visible mobilization)",no-a-la-pineria-en-costa-rica
#ffc40d,3,LOW (some local organising),pt-rea-kaltim-plantations-in-east-kalimantan
#ff7f50,4,"MEDIUM (street protests, visible mobilization)",central-nuclear-china-en-rio-negro
#ffc40d,3,LOW (some local organising),nembe-creek-oil-spill-communities-livelihoods-threatened
#ee2c2c,5,"HIGH (widespread, mass mobilization, violence, arrests, etc...)",foz-coa-dam-guarda-portugal
#ffc40d,3,LOW (some local organising),wind-power-plant-wyczechowo-poland
#ff7f50,4,"MEDIUM (street protests, visible mobilization)",laguna-de-sonso-colombia
#ee2c2c,5,"HIGH (widespread, mass mobilization, violence, arrests, etc...)",post-disaster-injustices-and-climate-activism-in-the-aftermath-of-typhoon-bopha-philippines
#ffc40d,3,LOW (some local organising),severny-potok-north-stream-natural-gas-pipeline-at-kurgalsky-reserve
#ffc40d,3,LOW (some local organising),los-peligros-de-la-fiebre-del-coltan-para-indigenas-guajibo-piaroa-y-enepa-en-los-estados-bolivar-y-amazonas
#ffc40d,3,LOW (some local organising),thalifushi-landfill-a-toxic-bomb-in-the-ocean-maldives
#ee2c2c,5,"HIGH (widespread, mass mobilization, violence, arrests, etc...)",kedung-ombo-dam-indonesia
#ff7f50,4,"MEDIUM (street protests, visible mobilization)",residents-of-nachodka-protest-against-the-increasing-coal-dust-problem
#ff7f50,4,"MEDIUM (street protests, visible mobilization)",eurovegas-macro-casino-complex-in-alcorcon-madrid-spain
#ff7f50,4,"MEDIUM (street protests, visible mobilization)",proyecto-minero-el-tambor
#ee2c2c,5,"HIGH (widespread, mass mobilization, violence, arrests, etc...)",batangas-province-philippines
#ff7f50,4,"MEDIUM (street protests, visible mobilization)",electrolyte-factories-godzikowice
#ee2c2c,5,"HIGH (widespread, mass mobilization, violence, arrests, etc...)",protect-kok-zhailau-ile-alatau-state-national-nature-park-kazakhstan
#ffc40d,3,LOW (some local organising),la-granja-rio-tinto
#ff7f50,4,"MEDIUM (street protests, visible mobilization)",oil-and-gas-explorration-at-woodburn-forest-ireland
#ff7f50,4,"MEDIUM (street protests, visible mobilization)",toxic-waste-landfill-in-kettleman-city-usa
#ffc40d,3,LOW (some local organising),mineria-de-tierras-raras-en-penco-region-del-bio-bio
#ff7f50,4,"MEDIUM (street protests, visible mobilization)",gitwilgyoots-and-lelu-island-lax-uula-vs-proposed-petronas-lng-export-facility
#ee2c2c,5,"HIGH (widespread, mass mobilization, violence, arrests, etc...)",stung-cheay-areng-hydroelectric-dam-development-at-the-cost-of-indigenous-communities-koh-kong-cambodia
#ee2c2c,5,"HIGH (widespread, mass mobilization, violence, arrests, etc...)",tia-maria-peru
#ffc40d,3,LOW (some local organising),cienaga-grande-de-santa-marta-colombia
#ff7f50,4,"MEDIUM (street protests, visible mobilization)",ministry-of-energys-watershed-mapping-study-yelcho-watershed
#ee2c2c,5,"HIGH (widespread, mass mobilization, violence, arrests, etc...)",aswan-high-dam-egypt
#ff7f50,4,"MEDIUM (street protests, visible mobilization)",thacker-pass-lithium-mine-nevada-us
#ffc40d,3,LOW (some local organising),significant-maritime-and-industrial-area-in-brooklyn
#ee2c2c,5,"HIGH (widespread, mass mobilization, violence, arrests, etc...)",nigerian-womens-war-against-chevrontexaco
#ffc40d,3,LOW (some local organising),lonco-mine-projects-argentina
#ee2c2c,5,"HIGH (widespread, mass mobilization, violence, arrests, etc...)",water-rights-and-access-injustice-in-detroits-urban-areas
#ff7f50,4,"MEDIUM (street protests, visible mobilization)",nuclear-power-station-in-cofrents-valencia-spain
#ffc40d,3,LOW (some local organising),gaza-cement-factory-palestine
#ff7f50,4,"MEDIUM (street protests, visible mobilization)",hindustan-petroleum-corporation-limited-refinery-at-tavsal-maharastra-india
#ff7f50,4,"MEDIUM (street protests, visible mobilization)",kaliwa-dam-new-centennial-water-source-project-ncws-quezon-philippines
#ee2c2c,5,"HIGH (widespread, mass mobilization, violence, arrests, etc...)",minamata-disease-japan
#ee2c2c,5,"HIGH (widespread, mass mobilization, violence, arrests, etc...)",myotha-industrial-park
#ff7f50,4,"MEDIUM (street protests, visible mobilization)",kxp-airportcity-kulim-airport
#ff7f50,4,"MEDIUM (street protests, visible mobilization)",cultivo-de-esparragos-en-ica-peru
#ffc40d,3,LOW (some local organising),dioxin-pollution-in-qingpuling-village-fujiang-china
#ffc40d,3,LOW (some local organising),exploracion-de-litio-en-san-luis-argentina
#ffc40d,3,LOW (some local organising),moni-toplou
#ff7f50,4,"MEDIUM (street protests, visible mobilization)",gorai-manori-uttan-recreation-and-tourism-development-zone-rtdz-in-mumbai-mh-india
#ff7f50,4,"MEDIUM (street protests, visible mobilization)",stringfellow-toxic-waste-dump
#ee2c2c,5,"HIGH (widespread, mass mobilization, violence, arrests, etc...)",sterlite-copper-smelter-unit-india
#ff7f50,4,"MEDIUM (street protests, visible mobilization)",ojibwe-nations-struggle-to-protect-wild-rice-from-oil-extraction-activities-in-the-us-and-canada
#ff7f50,4,"MEDIUM (street protests, visible mobilization)",the-people-versus-arctic-oil
#ee2c2c,5,"HIGH (widespread, mass mobilization, violence, arrests, etc...)",niddodi-thermal-power-project-karnataka-india
#ff7f50,4,"MEDIUM (street protests, visible mobilization)",recognition-of-fisherwomen-perempuan-nelayan-in-indonesia
#ee2c2c,5,"HIGH (widespread, mass mobilization, violence, arrests, etc...)",illegal-land-acquisition-for-coal-mining-and-violent-protest-in-hazaribagh-jharkhand
#ff7f50,4,"MEDIUM (street protests, visible mobilization)",proyecto-inmobiliario-bosque-diamante-en-jilotzingo-estado-de-mexico
#ffc40d,3,LOW (some local organising),polska-bnk-petroleum-fracking-poland
#ff7f50,4,"MEDIUM (street protests, visible mobilization)",over-a-century-of-the-pollution-from-the-bor-mines-serbia
#ff7f50,4,"MEDIUM (street protests, visible mobilization)",aura-dump-and-the-struggle-of-belems-informal-wastepickers-para-brazil
#049cdb,2,LATENT (no visible organising at the moment),jade-conflict-myanmar
#ff7f50,4,"MEDIUM (street protests, visible mobilization)",santa-clara-de-uchunya
#ee2c2c,5,"HIGH (widespread, mass mobilization, violence, arrests, etc...)",anti-mining-protest-in-lhundrub-county-occupitied-tibet
#ff7f50,4,"MEDIUM (street protests, visible mobilization)",incinerator-of-urban-solid-waste-in-barueri-sao-paulo-brazil
#ee2c2c,5,"HIGH (widespread, mass mobilization, violence, arrests, etc...)",explosions-at-paraxylene-px-petchem-plant-and-the-related-protests-zhangzhou-fujian
#ffc40d,3,LOW (some local organising),quilombola-communities-affected-by-wind-power-projects-in-caetite-region-brazil
#ff7f50,4,"MEDIUM (street protests, visible mobilization)",displacement-of-gullah-islanders-usa
#ffc40d,3,LOW (some local organising),coastal-communities-in-louisiana
#ee2c2c,5,"HIGH (widespread, mass mobilization, violence, arrests, etc...)",jiew-kang-jue-pattana-oil-palm-company-thailand
#ffc40d,3,LOW (some local organising),dambulla-quartz-mining-case
#ee2c2c,5,"HIGH (widespread, mass mobilization, violence, arrests, etc...)",nanjing-residents-fight-against-removing-signature-plane-trees-for-metro-lines-jiangsu-china
#ff7f50,4,"MEDIUM (street protests, visible mobilization)",ban-on-cycling-in-kolkata-west-bengal-india
#ff7f50,4,"MEDIUM (street protests, visible mobilization)",costa-brava-landfill-lebanon
#ff7f50,4,"MEDIUM (street protests, visible mobilization)",desarrollo-turistico-bahias-de-huatulco-y-despojo-de-tierras-comunales-en-oaxaca
#ee2c2c,5,"HIGH (widespread, mass mobilization, violence, arrests, etc...)",cuajone-toquepala-ilo-peru
#ee2c2c,5,"HIGH (widespread, mass mobilization, violence, arrests, etc...)",land-seizure-and-resistance-by-fish-farmer-doan-van-vuon-hai-phong-vietnam
#ee2c2c,5,"HIGH (widespread, mass mobilization, violence, arrests, etc...)",chamalapura-thermal-power-plant-karnataka-india
#ffc40d,3,LOW (some local organising),manglares-de-tumbes-y-langostineras
#ff7f50,4,"MEDIUM (street protests, visible mobilization)",xakriaba-territorial-struggle-brazil
#ee2c2c,5,"HIGH (widespread, mass mobilization, violence, arrests, etc...)",resistance-to-shale-gas-fracking
#ff7f50,4,"MEDIUM (street protests, visible mobilization)",let-banni-be
#ff7f50,4,"MEDIUM (street protests, visible mobilization)",industrial-pollution-at-st-regis-mohawks-turtle-cove-usa
#ff7f50,4,"MEDIUM (street protests, visible mobilization)",tozzi-green-ihorombe-agrofuels-madagascar
#ffc40d,3,LOW (some local organising),comunidades-kuna-yala-frente-al-cambio-climatico
#ff7f50,4,"MEDIUM (street protests, visible mobilization)",san-cristobal-potosi-bolivia-reubicacion
#ff7f50,4,"MEDIUM (street protests, visible mobilization)",pollution-from-the-smelter-topilinica-veles-macedonia
#ff7f50,4,"MEDIUM (street protests, visible mobilization)",shell-spill-in-otuasega-community-nigeria
#049cdb,2,LATENT (no visible organising at the moment),drying-up-of-tuz-lake-closed-water-basin-turkey
#ffc40d,3,LOW (some local organising),vernamfield-aerotropolis
#ee2c2c,5,"HIGH (widespread, mass mobilization, violence, arrests, etc...)",hydro-alunorte-alumina-refinery-in-barcarena-para-brazil
#049cdb,2,LATENT (no visible organising at the moment),pesticides-contamination-by-cotton-production-in-tericatinga-territory-mato-grosso
#ff7f50,4,"MEDIUM (street protests, visible mobilization)",nuclear-energy-lithuania
#ff7f50,4,"MEDIUM (street protests, visible mobilization)",fruta-del-norte-ecuador
#ee2c2c,5,"HIGH (widespread, mass mobilization, violence, arrests, etc...)",illegal-mining-in-la-pampa-tambopata-peru
#ffc40d,3,LOW (some local organising),as-the-plans-for-incinerators-in-beirut-lebanon-expand-wastepickers-recycle-to-survive
#ff7f50,4,"MEDIUM (street protests, visible mobilization)",conflicto-en-la-industria-petrolera-y-la-pesca-en-la-sonda-de-campeche
#ffc40d,3,LOW (some local organising),ivanpah-solar-electric-generating-system-377-mw-csp-california-usa
#ff7f50,4,"MEDIUM (street protests, visible mobilization)",community-decries-shoddy-cleanup-of-oil-pollution-by-ppmc-contractors-nigeria
#ff7f50,4,"MEDIUM (street protests, visible mobilization)",geotermia-scansano
#ff7f50,4,"MEDIUM (street protests, visible mobilization)",castor-project-gas-off-shore-storage-in-vinaros-spain
